timestamp,message,logStreamName
1722844044217,"REPORT RequestId: 29105f44-b0aa-4be4-9afc-63dd7dd8cee5	Duration: 2.69 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844104267,"START RequestId: d5200b20-f115-409b-8446-319eca86ddf9 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844104270,"END RequestId: d5200b20-f115-409b-8446-319eca86ddf9
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844104270,"REPORT RequestId: d5200b20-f115-409b-8446-319eca86ddf9	Duration: 2.78 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844164335,"START RequestId: 8eec2088-a85f-4ed1-a4f3-8cfd4279c611 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844164338,"END RequestId: 8eec2088-a85f-4ed1-a4f3-8cfd4279c611
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844164338,"REPORT RequestId: 8eec2088-a85f-4ed1-a4f3-8cfd4279c611	Duration: 2.52 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844224171,"START RequestId: bc13219c-68ee-48ea-bc46-12c76403dd6e Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844224174,"END RequestId: bc13219c-68ee-48ea-bc46-12c76403dd6e
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844224174,"REPORT RequestId: bc13219c-68ee-48ea-bc46-12c76403dd6e	Duration: 2.63 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844284253,"START RequestId: fe7d5ced-d983-4dab-94e1-fac3bc06186d Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844284257,"END RequestId: fe7d5ced-d983-4dab-94e1-fac3bc06186d
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844284257,"REPORT RequestId: fe7d5ced-d983-4dab-94e1-fac3bc06186d	Duration: 3.32 ms	Billed Duration: 4 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844344400,"START RequestId: 3191067b-a7ff-4e44-a233-08b1c595720d Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844344403,"END RequestId: 3191067b-a7ff-4e44-a233-08b1c595720d
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844344403,"REPORT RequestId: 3191067b-a7ff-4e44-a233-08b1c595720d	Duration: 2.65 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844404171,"START RequestId: 517b2dd2-7dc6-4dbc-8f28-3604eafc1f36 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844404174,"END RequestId: 517b2dd2-7dc6-4dbc-8f28-3604eafc1f36
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844404174,"REPORT RequestId: 517b2dd2-7dc6-4dbc-8f28-3604eafc1f36	Duration: 3.22 ms	Billed Duration: 4 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844464392,"START RequestId: 64bd3dfd-e170-441a-8a4b-4a04fd2b3865 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844464396,"END RequestId: 64bd3dfd-e170-441a-8a4b-4a04fd2b3865
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844464396,"REPORT RequestId: 64bd3dfd-e170-441a-8a4b-4a04fd2b3865	Duration: 4.07 ms	Billed Duration: 5 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844524294,"START RequestId: 10b0f201-a13c-48a4-a36a-967a9337970e Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844524297,"END RequestId: 10b0f201-a13c-48a4-a36a-967a9337970e
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844524297,"REPORT RequestId: 10b0f201-a13c-48a4-a36a-967a9337970e	Duration: 2.95 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844584158,"START RequestId: 37126ab9-16f4-4cb0-a16a-87d236d5b14c Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844584164,"END RequestId: 37126ab9-16f4-4cb0-a16a-87d236d5b14c
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844584164,"REPORT RequestId: 37126ab9-16f4-4cb0-a16a-87d236d5b14c	Duration: 6.31 ms	Billed Duration: 7 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844644248,"START RequestId: 2b228db7-ce6f-43eb-a95e-f4f5dcd60ad4 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844644251,"END RequestId: 2b228db7-ce6f-43eb-a95e-f4f5dcd60ad4
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844644251,"REPORT RequestId: 2b228db7-ce6f-43eb-a95e-f4f5dcd60ad4	Duration: 2.72 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844704390,"START RequestId: 9c0f35e2-5465-4630-a744-9f6e3b59b0ba Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844704392,"END RequestId: 9c0f35e2-5465-4630-a744-9f6e3b59b0ba
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844704392,"REPORT RequestId: 9c0f35e2-5465-4630-a744-9f6e3b59b0ba	Duration: 2.57 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844764157,"START RequestId: 85e6f452-556e-4289-8cde-bb7ab131ee32 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844764159,"END RequestId: 85e6f452-556e-4289-8cde-bb7ab131ee32
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844764159,"REPORT RequestId: 85e6f452-556e-4289-8cde-bb7ab131ee32	Duration: 2.48 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844824221,"START RequestId: 2d048bef-9600-4a94-9dfa-e787f1eccc2c Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844824223,"END RequestId: 2d048bef-9600-4a94-9dfa-e787f1eccc2c
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844824223,"REPORT RequestId: 2d048bef-9600-4a94-9dfa-e787f1eccc2c	Duration: 2.61 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844884532,"START RequestId: 33a0e2de-8c0f-4e85-8d62-e63b9fa3ba24 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844884536,"END RequestId: 33a0e2de-8c0f-4e85-8d62-e63b9fa3ba24
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844884536,"REPORT RequestId: 33a0e2de-8c0f-4e85-8d62-e63b9fa3ba24	Duration: 3.79 ms	Billed Duration: 4 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844944177,"START RequestId: 837ba405-63a3-4dc0-9eba-bf50bb7a7bc3 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844944181,"END RequestId: 837ba405-63a3-4dc0-9eba-bf50bb7a7bc3
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722844944181,"REPORT RequestId: 837ba405-63a3-4dc0-9eba-bf50bb7a7bc3	Duration: 3.20 ms	Billed Duration: 4 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845004253,"START RequestId: 0648132b-ca29-4dac-907b-11ca162eb880 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845004256,"END RequestId: 0648132b-ca29-4dac-907b-11ca162eb880
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845004257,"REPORT RequestId: 0648132b-ca29-4dac-907b-11ca162eb880	Duration: 3.01 ms	Billed Duration: 4 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845064306,"START RequestId: f1a413e6-b51e-4b74-ba6b-7dfad772d348 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845064308,"END RequestId: f1a413e6-b51e-4b74-ba6b-7dfad772d348
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845064308,"REPORT RequestId: f1a413e6-b51e-4b74-ba6b-7dfad772d348	Duration: 2.46 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845124153,"START RequestId: 4dea3f94-cf34-4d5b-b598-81b69819bb3e Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845124156,"END RequestId: 4dea3f94-cf34-4d5b-b598-81b69819bb3e
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845124156,"REPORT RequestId: 4dea3f94-cf34-4d5b-b598-81b69819bb3e	Duration: 2.56 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845184206,"START RequestId: 5425eb70-2eb5-43c5-bca9-ef1f2515c194 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845184208,"END RequestId: 5425eb70-2eb5-43c5-bca9-ef1f2515c194
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845184208,"REPORT RequestId: 5425eb70-2eb5-43c5-bca9-ef1f2515c194	Duration: 2.51 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845244242,"START RequestId: 4f3c8254-ba77-4123-b118-f2bd1fc3cd9d Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845244244,"END RequestId: 4f3c8254-ba77-4123-b118-f2bd1fc3cd9d
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845244244,"REPORT RequestId: 4f3c8254-ba77-4123-b118-f2bd1fc3cd9d	Duration: 2.54 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845304329,"START RequestId: 66bd5065-2974-4b19-b0a1-76ef9018b2b3 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845304332,"END RequestId: 66bd5065-2974-4b19-b0a1-76ef9018b2b3
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845304332,"REPORT RequestId: 66bd5065-2974-4b19-b0a1-76ef9018b2b3	Duration: 2.60 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845364176,"START RequestId: 331150b2-ce16-483d-ab35-e246ea5d4762 Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845364180,"END RequestId: 331150b2-ce16-483d-ab35-e246ea5d4762
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845364180,"REPORT RequestId: 331150b2-ce16-483d-ab35-e246ea5d4762	Duration: 3.43 ms	Billed Duration: 4 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845424145,"START RequestId: 75426ef0-c8eb-4d9d-ac0a-bc9b1f9dd06f Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845424148,"END RequestId: 75426ef0-c8eb-4d9d-ac0a-bc9b1f9dd06f
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845424148,"REPORT RequestId: 75426ef0-c8eb-4d9d-ac0a-bc9b1f9dd06f	Duration: 2.69 ms	Billed Duration: 3 ms	Memory Size: 3000 MB	Max Memory Used: 210 MB	
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845484218,"START RequestId: f98e4cd3-dd22-47e6-8e51-b3f038c5b92e Version: $LATEST
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
1722845484222,"END RequestId: f98e4cd3-dd22-47e6-8e51-b3f038c5b92e
",2024/08/05/[$LATEST]3b0bbcf6d9b14fe0aeb53c720d1df6ea
